Latitude,Longitude,Sim_10000_nutdiff_mean,Sim_1000_nutdiff_mean,Sim_100_nutdiff_mean
-29,-84,0,0,0
-29,-82,0,0,0
-29,-80,0,0,0
-29,-78,0,0,0
-29,-76,0,0,0
-29,-74,0,0,0
-29,-72,6318.03825,1056.24644,273.2493687
-29,-70,8527.002243,2159.900788,496.9502947
-29,-68,12312.73235,3945.036752,572.4768838
-29,-66,18950.46367,4188.54329,715.3354779
-29,-64,15818.42869,3144.812254,475.3170937
-29,-62,15271.01591,3340.207715,778.2523634
-29,-60,34243.53865,4008.275254,664.9447467
-29,-58,21352.22588,4296.413572,587.2362079
-29,-56,18077.24844,6447.741919,493.2796011
-29,-54,18419.94292,6389.350872,620.3546589
-29,-52,20693.84715,7821.725648,631.0444318
-29,-50,27402.5479,5850.751543,687.4276008
-29,-48,0,0,0
-29,-46,0,0,0
-29,-44,0,0,0
-29,-42,0,0,0
-29,-40,0,0,0
-29,-38,0,0,0
-29,-36,0,0,0
-29,-34,0,0,0
-29,-32,0,0,0
-29,-30,0,0,0
-29,-28,0,0,0
-29,-26,0,0,0
-29,-24,0,0,0
-29,-22,0,0,0
-29,-20,0,0,0
-29,-18,0,0,0
-29,-16,0,0,0
-29,-14,0,0,0
-29,-12,0,0,0
-29,-10,0,0,0
-29,-8,0,0,0
-29,-6,0,0,0
-29,-4,0,0,0
-29,-2,0,0,0
-29,0,0,0,0
-29,2,0,0,0
-29,4,0,0,0
-29,6,0,0,0
-29,8,0,0,0
-29,10,0,0,0
-29,12,0,0,0
-29,14,2838.870717,540.9758163,143.3964709
-29,16,6158.948237,1262.885689,362.529645
-29,18,5652.966001,2234.701694,478.2637627
-29,20,9886.114983,3413.315676,529.5086611
-29,22,14803.36231,3392.514505,642.5316217
-29,24,14025.07943,2991.672061,532.7569258
-29,26,16497.30165,2814.925113,542.8860988
-29,28,16822.5541,3082.100926,561.5536556
-29,30,13627.15972,2591.339584,530.8729037
-29,32,23313.2913,2639.483581,605.3866822
-29,34,0,0,0
-29,36,0,0,0
-29,38,0,0,0
-29,40,0,0,0
-29,42,0,0,0
-29,44,0,0,0
-29,46,0,0,0
-29,48,0,0,0
-29,50,0,0,0
-29,52,0,0,0
-29,54,0,0,0
-29,56,0,0,0
-29,58,0,0,0
-29,60,0,0,0
-29,62,0,0,0
-29,64,0,0,0
-29,66,0,0,0
-29,68,0,0,0
-29,70,0,0,0
-29,72,0,0,0
-29,74,0,0,0
-29,76,0,0,0
-29,78,0,0,0
-29,80,0,0,0
-29,82,0,0,0
-29,84,0,0,0
-29,86,0,0,0
-29,88,0,0,0
-29,90,0,0,0
-29,92,0,0,0
-29,94,0,0,0
-29,96,0,0,0
-29,98,0,0,0
-29,100,0,0,0
-29,102,0,0,0
-29,104,0,0,0
-29,106,0,0,0
-29,108,0,0,0
-29,110,0,0,0
-29,112,0,0,0
-29,114,13558.90571,3431.072024,1280.013537
-29,116,9884.91202,4004.465902,1518.751048
-29,118,9894.418594,3534.352164,1367.414603
-29,120,14284.01084,3141.201488,1461.502674
-29,122,12009.56702,3222.949356,1199.694442
-29,124,9110.80781,2516.418124,1203.21598
-29,126,8478.973144,2754.813218,1119.864307
-29,128,10016.47506,3440.861177,1301.251859
-29,130,10449.31643,2864.136886,1061.570389
-29,132,11942.01341,2260.549367,1082.889045
-29,134,10566.21621,2572.588843,869.9052542
-29,136,7401.764855,2777.647663,785.0399513
-29,138,10581.78921,2944.025425,1083.751691
-29,140,9755.971362,3041.899019,1111.236076
-29,142,11131.75062,3095.341209,1115.03594
-29,144,13970.06897,3847.322974,1598.529747
-29,146,12834.64984,4832.282667,1724.910976
-29,148,14505.56205,5049.16846,1301.806826
-29,150,20947.14501,9287.607672,1194.132128
-29,152,20922.15589,10188.99936,1533.195604
-29,154,0,0,0
-29,156,0,0,0
-29,158,0,0,0
-29,160,0,0,0
-29,162,0,0,0
-29,164,0,0,0
-29,166,0,0,0
-29,168,0,0,0
-29,170,0,0,0
-29,172,0,0,0
-29,174,0,0,0
-29,176,0,0,0
-29,178,0,0,0
-27,-180,0,0,0
-27,-178,0,0,0
-27,-176,0,0,0
-27,-174,0,0,0
-27,-172,0,0,0
-27,-170,0,0,0
-27,-168,0,0,0
-27,-166,0,0,0
-27,-164,0,0,0
-27,-162,0,0,0
-27,-160,0,0,0
-27,-158,0,0,0
-27,-156,0,0,0
-27,-154,0,0,0
-27,-152,0,0,0
-27,-150,0,0,0
-27,-148,0,0,0
-27,-146,0,0,0
-27,-144,0,0,0
-27,-142,0,0,0
-27,-140,0,0,0
-27,-138,0,0,0
-27,-136,0,0,0
-27,-134,0,0,0
-27,-132,0,0,0
-27,-130,0,0,0
-27,-128,0,0,0
-27,-126,0,0,0
-27,-124,0,0,0
-27,-122,0,0,0
-27,-120,0,0,0
-27,-118,0,0,0
-27,-116,0,0,0
-27,-114,0,0,0
-27,-112,0,0,0
-27,-110,0,0,0
-27,-108,0,0,0
-27,-106,0,0,0
-27,-104,0,0,0
-27,-102,0,0,0
-27,-100,0,0,0
-27,-98,0,0,0
-27,-96,0,0,0
-27,-94,0,0,0
-27,-92,0,0,0
-27,-90,0,0,0
-27,-88,0,0,0
-27,-86,0,0,0
-27,-84,0,0,0
-27,-82,0,0,0
-27,-80,0,0,0
-27,-78,0,0,0
-27,-76,0,0,0
-27,-74,0,0,0
-27,-72,4053.714199,792.416737,108.4122152
-27,-70,6277.835922,1394.491166,335.9017251
-27,-68,7735.160248,3393.795227,555.4985315
-27,-66,10975.84206,3238.886876,603.0685533
-27,-64,11884.80266,3255.273597,636.933981
-27,-62,12318.23066,4255.957026,664.8924548
-27,-60,22383.42098,4209.887353,600.4646077
-27,-58,19144.72327,4466.607377,537.2520112
-27,-56,22911.69707,5044.825714,640.1818705
-27,-54,17478.18574,6975.614921,722.1814282
-27,-52,26763.05346,4940.835259,499.3015211
-27,-50,20009.83603,8675.817114,685.740573
-27,-48,0,0,0
-27,-46,0,0,0
-27,-44,0,0,0
-27,-42,0,0,0
-27,-40,0,0,0
-27,-38,0,0,0
-27,-36,0,0,0
-27,-34,0,0,0
-27,-32,0,0,0
-27,-30,0,0,0
-27,-28,0,0,0
-27,-26,0,0,0
-27,-24,0,0,0
-27,-22,0,0,0
-27,-20,0,0,0
-27,-18,0,0,0
-27,-16,0,0,0
-27,-14,0,0,0
-27,-12,0,0,0
-27,-10,0,0,0
-27,-8,0,0,0
-27,-6,0,0,0
-27,-4,0,0,0
-27,-2,0,0,0
-27,0,0,0,0
-27,2,0,0,0
-27,4,0,0,0
-27,6,0,0,0
-27,8,0,0,0
-27,10,0,0,0
-27,12,0,0,0
-27,14,3410.745555,793.3965106,273.0638067
-27,16,6384.85728,2370.573823,417.1866722
-27,18,7810.287542,2535.867324,444.5264638
-27,20,11773.69699,2656.272206,519.1404214
-27,22,14274.16412,3472.513878,669.5101842
-27,24,10364.0773,3503.011988,565.3013142
-27,26,11764.01673,4130.205406,442.2755361
-27,28,15500.46672,3248.599579,530.0921984
-27,30,13017.41491,5219.747076,402.2090223
-27,32,15244.40395,4929.86808,591.8722104
-27,34,0,0,0
-27,36,0,0,0
-27,38,0,0,0
-27,40,0,0,0
-27,42,0,0,0
-27,44,36519.08714,9579.597079,592.3540833
-27,46,0,0,0
-27,48,0,0,0
-27,50,0,0,0
-27,52,0,0,0
-27,54,0,0,0
-27,56,0,0,0
-27,58,0,0,0
-27,60,0,0,0
-27,62,0,0,0
-27,64,0,0,0
-27,66,0,0,0
-27,68,0,0,0
-27,70,0,0,0
-27,72,0,0,0
-27,74,0,0,0
-27,76,0,0,0
-27,78,0,0,0
-27,80,0,0,0
-27,82,0,0,0
-27,84,0,0,0
-27,86,0,0,0
-27,88,0,0,0
-27,90,0,0,0
-27,92,0,0,0
-27,94,0,0,0
-27,96,0,0,0
-27,98,0,0,0
-27,100,0,0,0
-27,102,0,0,0
-27,104,0,0,0
-27,106,0,0,0
-27,108,0,0,0
-27,110,0,0,0
-27,112,0,0,0
-27,114,9073.846345,2931.410629,1143.75215
-27,116,11122.34142,3008.302605,1422.120228
-27,118,9599.525674,3036.250236,1337.817022
-27,120,10137.79335,3220.078259,1115.508688
-27,122,9380.19173,3189.910282,868.7108619
-27,124,10464.45572,2512.884607,987.469405
-27,126,11344.16352,2871.943706,1468.203282
-27,128,8503.219483,3495.065693,1444.761548
-27,130,10377.48287,3634.166182,1532.266142
-27,132,10527.4877,3419.056277,1628.219679
-27,134,8801.980688,2795.260571,1216.681395
-27,136,7963.307365,3135.496474,862.9488293
-27,138,11303.25524,3020.487694,1057.821272
-27,140,11364.10538,4016.270351,1161.259419
-27,142,11683.60863,3105.214259,1480.726828
-27,144,13142.4018,4476.894314,1655.341372
-27,146,14464.69909,5105.999905,1402.002203
-27,148,17779.13645,8057.391363,1259.531604
-27,150,23816.4405,8327.725945,997.8979197
-27,152,23464.53813,7631.759043,1108.101438
-27,154,0,0,0
-27,156,0,0,0
-27,158,0,0,0
-27,160,0,0,0
-27,162,0,0,0
-27,164,0,0,0
-27,166,0,0,0
-27,168,0,0,0
-27,170,0,0,0
-27,172,0,0,0
-27,174,0,0,0
-27,176,0,0,0
-27,178,0,0,0
-25,-180,0,0,0
-25,-178,0,0,0
-25,-176,0,0,0
-25,-174,0,0,0
-25,-172,0,0,0
-25,-170,0,0,0
-25,-168,0,0,0
-25,-166,0,0,0
-25,-164,0,0,0
-25,-162,0,0,0
-25,-160,0,0,0
-25,-158,0,0,0
-25,-156,0,0,0
-25,-154,0,0,0
-25,-152,0,0,0
-25,-150,0,0,0
-25,-148,0,0,0
-25,-146,0,0,0
-25,-144,0,0,0
-25,-142,0,0,0
-25,-140,0,0,0
-25,-138,0,0,0
-25,-136,0,0,0
-25,-134,0,0,0
-25,-132,0,0,0
-25,-130,0,0,0
-25,-128,0,0,0
-25,-126,0,0,0
-25,-124,0,0,0
-25,-122,0,0,0
-25,-120,0,0,0
-25,-118,0,0,0
-25,-116,0,0,0
-25,-114,0,0,0
-25,-112,0,0,0
-25,-110,0,0,0
-25,-108,0,0,0
-25,-106,0,0,0
-25,-104,0,0,0
-25,-102,0,0,0
-25,-100,0,0,0
-25,-98,0,0,0
-25,-96,0,0,0
-25,-94,0,0,0
-25,-92,0,0,0
-25,-90,0,0,0
-25,-88,0,0,0
-25,-86,0,0,0
-25,-84,0,0,0
-25,-82,0,0,0
-25,-80,0,0,0
-25,-78,0,0,0
-25,-76,0,0,0
-25,-74,0,0,0
-25,-72,1382.051492,83.6347814,10.38801395
-25,-70,5826.898647,717.2929819,218.7430383
-25,-68,10228.17812,1829.411512,378.9002726
-25,-66,13770.37217,2629.548577,498.434269
-25,-64,10402.56547,3446.377661,618.5036679
-25,-62,13938.26572,3494.092812,464.2112522
-25,-60,16845.04901,4010.988461,592.7503296
-25,-58,16153.2535,3814.540653,531.5937436
-25,-56,14386.25581,6005.578756,505.268652
-25,-54,15019.80623,3743.50078,559.3977705
-25,-52,13036.05247,4110.674239,460.0928037
-25,-50,18906.25152,5795.953135,654.851069
-25,-48,26905.49293,3062.441669,381.098331
-25,-46,21214.89616,2801.746398,580.0916566
-25,-44,0,0,0
-25,-42,0,0,0
-25,-40,0,0,0
-25,-38,0,0,0
-25,-36,0,0,0
-25,-34,0,0,0
-25,-32,0,0,0
-25,-30,0,0,0
-25,-28,0,0,0
-25,-26,0,0,0
-25,-24,0,0,0
-25,-22,0,0,0
-25,-20,0,0,0
-25,-18,0,0,0
-25,-16,0,0,0
-25,-14,0,0,0
-25,-12,0,0,0
-25,-10,0,0,0
-25,-8,0,0,0
-25,-6,0,0,0
-25,-4,0,0,0
-25,-2,0,0,0
-25,0,0,0,0
-25,2,0,0,0
-25,4,0,0,0
-25,6,0,0,0
-25,8,0,0,0
-25,10,0,0,0
-25,12,0,0,0
-25,14,4432.299968,743.6935468,240.6719437
-25,16,10205.30145,2391.334316,462.7147024
-25,18,7407.990965,2541.327493,490.0903497
-25,20,10963.02064,2623.885385,569.8075204
-25,22,7283.919402,2597.66795,580.1846792
-25,24,14459.14778,2458.719312,502.0157484
-25,26,16789.68038,2696.34542,554.6979935
-25,28,15238.61322,4752.220234,504.7788318
-25,30,12176.97686,3856.120412,414.5943925
-25,32,12831.14648,4733.17216,684.2945315
-25,34,16342.84811,5057.87648,681.6048308
-25,36,0,0,0
-25,38,0,0,0
-25,40,0,0,0
-25,42,0,0,0
-25,44,28478.2207,4623.663871,517.9167372
-25,46,27575.24093,8630.174495,505.3827658
-25,48,0,0,0
-25,50,0,0,0
-25,52,0,0,0
-25,54,0,0,0
-25,56,0,0,0
-25,58,0,0,0
-25,60,0,0,0
-25,62,0,0,0
-25,64,0,0,0
-25,66,0,0,0
-25,68,0,0,0
-25,70,0,0,0
-25,72,0,0,0
-25,74,0,0,0
-25,76,0,0,0
-25,78,0,0,0
-25,80,0,0,0
-25,82,0,0,0
-25,84,0,0,0
-25,86,0,0,0
-25,88,0,0,0
-25,90,0,0,0
-25,92,0,0,0
-25,94,0,0,0
-25,96,0,0,0
-25,98,0,0,0
-25,100,0,0,0
-25,102,0,0,0
-25,104,0,0,0
-25,106,0,0,0
-25,108,0,0,0
-25,110,0,0,0
-25,112,10190.90385,3170.794474,1270.49545
-25,114,8521.247501,3346.90968,1380.280403
-25,116,9321.32192,3116.951725,1207.00149
-25,118,10007.1355,4240.90949,1075.570568
-25,120,10003.16548,2971.521431,1161.522967
-25,122,10352.55459,2802.933568,853.7953276
-25,124,8979.334772,2719.846538,1327.15869
-25,126,10598.94312,3476.872386,1005.776413
-25,128,8008.812674,3232.303892,1376.49366
-25,130,9441.072568,3730.268995,1050.629013
-25,132,9400.172714,2923.765898,1223.58322
-25,134,11339.04261,2670.264234,1370.97418
-25,136,10084.92246,3159.718614,1353.794451
-25,138,10252.25099,2795.533684,923.8291262
-25,140,12262.05582,3189.425767,1306.05392
-25,142,14789.65934,3767.068933,958.7355859
-25,144,13227.00081,3919.264722,1307.269355
-25,146,16462.86194,6103.293048,1440.414443
-25,148,16125.87811,6391.916457,1383.289246
-25,150,20146.67895,7097.513248,934.1418809
-25,152,0,0,0
-25,154,0,0,0
-25,156,0,0,0
-25,158,0,0,0
-25,160,0,0,0
-25,162,0,0,0
-25,164,0,0,0
-25,166,0,0,0
-25,168,0,0,0
-25,170,0,0,0
-25,172,0,0,0
-25,174,0,0,0
-25,176,0,0,0
-25,178,0,0,0
-23,-180,0,0,0
-23,-178,0,0,0
-23,-176,0,0,0
-23,-174,0,0,0
-23,-172,0,0,0
-23,-170,0,0,0
-23,-168,0,0,0
-23,-166,0,0,0
-23,-164,0,0,0
-23,-162,0,0,0
-23,-160,0,0,0
-23,-158,0,0,0
-23,-156,0,0,0
-23,-154,0,0,0
-23,-152,0,0,0
-23,-150,0,0,0
-23,-148,0,0,0
-23,-146,0,0,0
-23,-144,0,0,0
-23,-142,0,0,0
-23,-140,0,0,0
-23,-138,0,0,0
-23,-136,0,0,0
-23,-134,0,0,0
-23,-132,0,0,0
-23,-130,0,0,0
-23,-128,0,0,0
-23,-126,0,0,0
-23,-124,0,0,0
-23,-122,0,0,0
-23,-120,0,0,0
-23,-118,0,0,0
-23,-116,0,0,0
-23,-114,0,0,0
-23,-112,0,0,0
-23,-110,0,0,0
-23,-108,0,0,0
-23,-106,0,0,0
-23,-104,0,0,0
-23,-102,0,0,0
-23,-100,0,0,0
-23,-98,0,0,0
-23,-96,0,0,0
-23,-94,0,0,0
-23,-92,0,0,0
-23,-90,0,0,0
-23,-88,0,0,0
-23,-86,0,0,0
-23,-84,0,0,0
-23,-82,0,0,0
-23,-80,0,0,0
-23,-78,0,0,0
-23,-76,0,0,0
-23,-74,0,0,0
-23,-72,0,0,0
-23,-70,2560.81693,648.0533298,89.35322574
-23,-68,5228.813572,1132.823811,213.9721806
-23,-66,8894.918371,2016.711127,371.8217899
-23,-64,18728.27228,2806.466968,434.0986591
-23,-62,15352.61669,3195.660824,457.3921348
-23,-60,13731.91227,3383.620198,538.5867157
-23,-58,15852.64378,3759.472658,521.7561478
-23,-56,17437.50848,3747.259548,487.912836
-23,-54,10747.86746,2899.092964,460.4032962
-23,-52,15235.45813,2660.184849,420.9103126
-23,-50,17861.33111,3397.988691,465.5584869
-23,-48,18628.95948,2244.726779,392.8268629
-23,-46,16746.08983,2779.803877,421.1198419
-23,-44,12152.78019,3676.77674,486.0928606
-23,-42,16909.55382,4660.699166,417.0982022
-23,-40,0,0,0
-23,-38,0,0,0
-23,-36,0,0,0
-23,-34,0,0,0
-23,-32,0,0,0
-23,-30,0,0,0
-23,-28,0,0,0
-23,-26,0,0,0
-23,-24,0,0,0
-23,-22,0,0,0
-23,-20,0,0,0
-23,-18,0,0,0
-23,-16,0,0,0
-23,-14,0,0,0
-23,-12,0,0,0
-23,-10,0,0,0
-23,-8,0,0,0
-23,-6,0,0,0
-23,-4,0,0,0
-23,-2,0,0,0
-23,0,0,0,0
-23,2,0,0,0
-23,4,0,0,0
-23,6,0,0,0
-23,8,0,0,0
-23,10,0,0,0
-23,12,0,0,0
-23,14,7065.135828,1423.763414,348.5244398
-23,16,12424.66483,2973.577771,404.934949
-23,18,6307.174086,2358.495968,389.3154623
-23,20,9111.329865,2163.323634,576.1451438
-23,22,13333.50716,2741.154894,655.3122488
-23,24,19524.06112,2792.966035,494.7262854
-23,26,10828.15465,5112.383146,514.7260739
-23,28,13635.40267,3796.007357,484.0948069
-23,30,13802.4999,4903.163413,558.0076064
-23,32,14236.88845,3456.751674,512.7317364
-23,34,16181.97245,6687.594485,617.9295046
-23,36,0,0,0
-23,38,0,0,0
-23,40,0,0,0
-23,42,20031.024,3478.17796,562.3845539
-23,44,23531.19918,4319.132902,355.5491833
-23,46,31584.1448,3967.115569,475.1688112
-23,48,0,0,0
-23,50,0,0,0
-23,52,0,0,0
-23,54,0,0,0
-23,56,0,0,0
-23,58,0,0,0
-23,60,0,0,0
-23,62,0,0,0
-23,64,0,0,0
-23,66,0,0,0
-23,68,0,0,0
-23,70,0,0,0
-23,72,0,0,0
-23,74,0,0,0
-23,76,0,0,0
-23,78,0,0,0
-23,80,0,0,0
-23,82,0,0,0
-23,84,0,0,0
-23,86,0,0,0
-23,88,0,0,0
-23,90,0,0,0
-23,92,0,0,0
-23,94,0,0,0
-23,96,0,0,0
-23,98,0,0,0
-23,100,0,0,0
-23,102,0,0,0
-23,104,0,0,0
-23,106,0,0,0
-23,108,0,0,0
-23,110,0,0,0
-23,112,0,0,0
-23,114,12869.18245,3725.97825,1371.74922
-23,116,9017.669121,3565.751308,1189.421833
-23,118,10667.3923,3212.701167,1167.453272
-23,120,10830.0946,3729.667889,1114.841566
-23,122,11830.33029,3563.897781,1079.862094
-23,124,9691.01239,3350.487211,862.5955754
-23,126,10068.09985,4021.480262,912.3170827
-23,128,12387.45519,3044.321648,1038.885542
-23,130,9497.827755,4194.978167,1065.451555
-23,132,12882.11203,3503.12747,1036.653404
-23,134,14637.764,4273.137856,1060.601175
-23,136,10876.90234,4992.985074,1399.70773
-23,138,14803.42369,3961.969472,1166.362967
-23,140,12584.18251,3988.789782,1040.773144
-23,142,14509.32119,4619.298828,1020.470471
-23,144,16334.27319,5841.06007,1015.749317
-23,146,13270.45566,3841.002231,1285.852932
-23,148,19647.04297,5253.437585,941.1839623
-23,150,19066.69276,8104.966218,1313.453784
-23,152,0,0,0
-23,154,0,0,0
-23,156,0,0,0
-23,158,0,0,0
-23,160,0,0,0
-23,162,0,0,0
-23,164,0,0,0
-23,166,0,0,0
-23,168,0,0,0
-23,170,0,0,0
-23,172,0,0,0
-23,174,0,0,0
-23,176,0,0,0
-23,178,0,0,0
-21,-180,0,0,0
-21,-178,0,0,0
-21,-176,0,0,0
-21,-174,0,0,0
-21,-172,0,0,0
-21,-170,0,0,0
-21,-168,0,0,0
-21,-166,0,0,0
-21,-164,0,0,0
-21,-162,0,0,0
-21,-160,0,0,0
-21,-158,0,0,0
-21,-156,0,0,0
-21,-154,0,0,0
-21,-152,0,0,0
-21,-150,0,0,0
-21,-148,0,0,0
-21,-146,0,0,0
-21,-144,0,0,0
-21,-142,0,0,0
-21,-140,0,0,0
-21,-138,0,0,0
-21,-136,0,0,0
-21,-134,0,0,0
-21,-132,0,0,0
-21,-130,0,0,0
-21,-128,0,0,0
-21,-126,0,0,0
-21,-124,0,0,0
-21,-122,0,0,0
-21,-120,0,0,0
-21,-118,0,0,0
-21,-116,0,0,0
-21,-114,0,0,0
-21,-112,0,0,0
-21,-110,0,0,0
-21,-108,0,0,0
-21,-106,0,0,0
-21,-104,0,0,0
-21,-102,0,0,0
-21,-100,0,0,0
-21,-98,0,0,0
-21,-96,0,0,0
-21,-94,0,0,0
-21,-92,0,0,0
-21,-90,0,0,0
-21,-88,0,0,0
-21,-86,0,0,0
-21,-84,0,0,0
-21,-82,0,0,0
-21,-80,0,0,0
-21,-78,0,0,0
-21,-76,0,0,0
-21,-74,0,0,0
-21,-72,0,0,0
-21,-70,4898.374732,824.5110181,116.9512752
-21,-68,11215.10068,1059.01345,265.0495455
-21,-66,10616.94634,2165.594929,395.1464394
-21,-64,10684.81704,3794.560036,615.8454717
-21,-62,12785.09696,3040.499523,428.1993664
-21,-60,16811.74308,2772.855154,466.0062116
-21,-58,12762.09496,2826.067288,391.0481412
-21,-56,14259.51464,2234.928894,297.4084414
-21,-54,10250.22727,2061.55179,397.9627436
-21,-52,15218.50246,2375.092777,353.517933
-21,-50,16565.64407,2655.047154,399.6595381
-21,-48,8580.337583,2479.83614,383.8293278
-21,-46,11845.54302,2878.26483,434.8521247
-21,-44,12389.59102,2894.174024,493.1909305
-21,-42,8912.089823,3628.503309,405.5267034
-21,-40,0,0,0
-21,-38,0,0,0
-21,-36,0,0,0
-21,-34,0,0,0
-21,-32,0,0,0
-21,-30,0,0,0
-21,-28,0,0,0
-21,-26,0,0,0
-21,-24,0,0,0
-21,-22,0,0,0
-21,-20,0,0,0
-21,-18,0,0,0
-21,-16,0,0,0
-21,-14,0,0,0
-21,-12,0,0,0
-21,-10,0,0,0
-21,-8,0,0,0
-21,-6,0,0,0
-21,-4,0,0,0
-21,-2,0,0,0
-21,0,0,0,0
-21,2,0,0,0
-21,4,0,0,0
-21,6,0,0,0
-21,8,0,0,0
-21,10,0,0,0
-21,12,6473.124151,1839.578987,416.6351943
-21,14,8097.155621,1923.714169,361.2449712
-21,16,7606.719225,1871.504503,431.7836753
-21,18,7828.003548,1959.328412,417.0379183
-21,20,17929.80624,1771.534701,498.805128
-21,22,13763.74817,3062.520606,555.9780424
-21,24,12614.94544,2912.965537,531.5758899
-21,26,9864.651951,3117.532161,497.7477508
-21,28,18572.06674,3296.246174,458.3039505
-21,30,16670.97971,5074.530385,402.988321
-21,32,14396.45888,3683.37967,561.7689487
-21,34,17222.6725,4936.135788,627.4461702
-21,36,0,0,0
-21,38,0,0,0
-21,40,0,0,0
-21,42,0,0,0
-21,44,17854.7533,5058.527101,373.8033372
-21,46,26046.92331,3758.701907,670.5482592
-21,48,26545.77997,3724.237926,314.1126695
-21,50,0,0,0
-21,52,0,0,0
-21,54,0,0,0
-21,56,0,0,0
-21,58,0,0,0
-21,60,0,0,0
-21,62,0,0,0
-21,64,0,0,0
-21,66,0,0,0
-21,68,0,0,0
-21,70,0,0,0
-21,72,0,0,0
-21,74,0,0,0
-21,76,0,0,0
-21,78,0,0,0
-21,80,0,0,0
-21,82,0,0,0
-21,84,0,0,0
-21,86,0,0,0
-21,88,0,0,0
-21,90,0,0,0
-21,92,0,0,0
-21,94,0,0,0
-21,96,0,0,0
-21,98,0,0,0
-21,100,0,0,0
-21,102,0,0,0
-21,104,0,0,0
-21,106,0,0,0
-21,108,0,0,0
-21,110,0,0,0
-21,112,0,0,0
-21,114,0,0,0
-21,116,0,0,0
-21,118,11311.23207,3521.236464,1312.271114
-21,120,10667.7609,4730.398637,1063.837208
-21,122,9598.487997,2795.132296,876.6365012
-21,124,9021.841729,4069.722023,1061.671504
-21,126,10533.46061,3430.762097,1367.849769
-21,128,13248.22611,3094.879831,1174.686215
-21,130,10242.34003,3137.359134,878.3405869
-21,132,11868.12687,4152.513339,1316.833581
-21,134,14234.83656,3085.777893,1444.498683
-21,136,12749.27558,4867.125179,1171.08373
-21,138,15374.9561,2936.700643,856.8666918
-21,140,14381.99845,3959.970095,1114.662314
-21,142,19164.73314,5655.488656,962.3815097
-21,144,19688.27981,6025.706456,991.1263128
-21,146,24328.66308,4578.01537,1088.683172
-21,148,0,0,0
-21,150,0,0,0
-21,152,0,0,0
-21,154,0,0,0
-21,156,0,0,0
-21,158,0,0,0
-21,160,0,0,0
-21,162,0,0,0
-21,164,0,0,0
-21,166,0,0,0
-21,168,0,0,0
-21,170,0,0,0
-21,172,0,0,0
-21,174,0,0,0
-21,176,0,0,0
-21,178,0,0,0
-19,-180,0,0,0
-19,-178,0,0,0
-19,-176,0,0,0
-19,-174,0,0,0
-19,-172,0,0,0
-19,-170,0,0,0
-19,-168,0,0,0
-19,-166,0,0,0
-19,-164,0,0,0
-19,-162,0,0,0
-19,-160,0,0,0
-19,-158,0,0,0
-19,-156,0,0,0
-19,-154,0,0,0
-19,-152,0,0,0
-19,-150,0,0,0
-19,-148,0,0,0
-19,-146,0,0,0
-19,-144,0,0,0
-19,-142,0,0,0
-19,-140,0,0,0
-19,-138,0,0,0
-19,-136,0,0,0
-19,-134,0,0,0
-19,-132,0,0,0
-19,-130,0,0,0
-19,-128,0,0,0
-19,-126,0,0,0
-19,-124,0,0,0
-19,-122,0,0,0
-19,-120,0,0,0
-19,-118,0,0,0
-19,-116,0,0,0
-19,-114,0,0,0
-19,-112,0,0,0
-19,-110,0,0,0
-19,-108,0,0,0
-19,-106,0,0,0
-19,-104,0,0,0
-19,-102,0,0,0
-19,-100,0,0,0
-19,-98,0,0,0
-19,-96,0,0,0
-19,-94,0,0,0
-19,-92,0,0,0
-19,-90,0,0,0
-19,-88,0,0,0
-19,-86,0,0,0
-19,-84,0,0,0
-19,-82,0,0,0
-19,-80,0,0,0
-19,-78,0,0,0
-19,-76,0,0,0
-19,-74,0,0,0
-19,-72,4089.328468,848.5123014,140.5392281
-19,-70,4681.158816,1418.040171,351.4809734
-19,-68,4566.65438,1356.475436,282.7850873
-19,-66,7690.752811,1798.45287,389.7605801
-19,-64,11806.35612,2402.808436,308.1175189
-19,-62,8995.952831,3135.344171,365.8274409
-19,-60,8083.420901,1887.168185,419.6567911
-19,-58,11294.81057,1740.615179,365.6257774
-19,-56,7743.639382,1950.168607,340.0696489
-19,-54,7869.908032,1709.404851,370.1136247
-19,-52,16741.32037,1348.126124,436.9360307
-19,-50,16977.08534,1796.848337,435.3899477
-19,-48,12129.31676,1971.272771,291.3988332
-19,-46,10162.85267,1691.433136,366.933099
-19,-44,12311.78025,2557.267859,351.3131381
-19,-42,11603.45543,4282.984171,294.4342552
-19,-40,11910.34786,2333.100544,301.104682
-19,-38,0,0,0
-19,-36,0,0,0
-19,-34,0,0,0
-19,-32,0,0,0
-19,-30,0,0,0
-19,-28,0,0,0
-19,-26,0,0,0
-19,-24,0,0,0
-19,-22,0,0,0
-19,-20,0,0,0
-19,-18,0,0,0
-19,-16,0,0,0
-19,-14,0,0,0
-19,-12,0,0,0
-19,-10,0,0,0
-19,-8,0,0,0
-19,-6,0,0,0
-19,-4,0,0,0
-19,-2,0,0,0
-19,0,0,0,0
-19,2,0,0,0
-19,4,0,0,0
-19,6,0,0,0
-19,8,0,0,0
-19,10,0,0,0
-19,12,7758.048323,2096.363343,416.4601333
-19,14,10080.15088,2269.982214,534.5412488
-19,16,11373.49895,2157.939711,410.1406436
-19,18,10721.39412,2675.445068,511.4652269
-19,20,12903.83073,2313.196555,445.2692056
