,Latitude,Longitude,10,11,12,13,14,15,16,17,18,EndAbd,EctAbd
490,-17,28,3856627232,10708319.3,1272230560,19390063734,27118704.99,1.18E+12,19416542505,189702235.5,5530797971,5139566111,1.23E+12
491,-17,30,1.12E+11,151392036.8,14803985199,9881132922,304399665.8,7972148626,19181430567,2795604334,5979494020,1.27E+11,46114210134
492,-17,32,31797058940,40385316.13,9732532069,21768243847,1944032269,59446360959,15303022769,3532252041,9787591331,41569976325,1.12E+11
493,-17,34,5055458233,15580439.96,1477941766,13068674908,475765507.7,33126215862,6660737414,1151963926,2280133591,6548980438,56763491208
494,-17,36,4265274085,198667677.7,1434257214,73286858508,213595215.7,29588723614,1910867217,416704538.5,1173073152,5898198976,1.07E+11
495,-17,38,45117339366,73613115.48,8975424412,15643639682,765311625.5,20496523298,15722588100,1181832824,6826493822,54166376893,60636389350
496,-17,40,3550069115,39284637.62,1065248704,63392204913,364525698.2,27599795266,4100785380,1770229018,1844961291,4654602457,99072501566
497,-17,44,16849086675,8731900.525,3743580208,10430050441,67869975.13,5088278401,19523217300,477675323.8,15205369619,20601398783,50792461061
498,-17,46,2058020337,99761920.93,2268899052,1512820483,364299381.2,5.77E+12,3022368014,412204123.8,4055782108,4426681310,5.78E+12
499,-17,48,1971556924,24251715.37,664357982.9,4687588134,71171347.5,3753252177,1109111700,493444922.2,935465401.7,2660166622,11050033682
500,-17,124,11068517306,118378817.4,3769067127,34743571652,0,2954434316,13081304681,254739058,5030075811,14955963251,56064125517
501,-17,126,32797892034,121453847.9,13415219044,12240781665,3570950.067,13321802698,27652639512,1493806881,20195936371,46334564926,74908538077
502,-17,128,13922380093,34644049.72,18296693529,1775372614,0,1685510283,12133168937,841995484,7710694351,32253717671,24146741668
503,-17,130,6871169749,24998563.09,4665798707,4589532074,0,3846808447,13579064372,423526306.3,16388081041,11561967019,38827012240
504,-17,132,109177398.2,787970.9249,79086983.24,110301749.3,0,117957319.8,107987421.4,52102561.08,104785222.4,189052352.3,493134274
505,-17,134,420425000.5,116393.2291,231773846.9,565635822,66417017.49,775075173,236339375.4,81174135.53,202223128.1,652315240.7,1926864651
506,-17,136,2689676558,65853162.6,2537653329,12737732834,220703510.3,7005990163,4021539268,1245053700,2218891465,5293183049,27449910941
507,-17,140,4256028873,3019965.654,1529034879,9319589938,25802163.56,11883969858,2052332743,270215876,1580792317,5788083717,25132702895
508,-17,142,1134238273,12769025.18,819340138.4,1627544797,187876456.6,710418860.9,733033648.2,580124352.2,610815426.9,1966347436,4449813541
509,-17,144,1973120280,23873978.76,839226434.3,24261588669,83660142.37,17092002974,3446096012,448150957.2,1305104575,2836220693,46636603330
510,-15,-76,1132112133,24781341.4,293431411.8,466935493.4,19526115.76,101101501,685985463.1,276251835.9,516237138.3,1450324886,2066037548
511,-15,-74,703713951.2,59162735.68,433185632.2,1337722341,157862162.5,240498546.3,718121483.1,278778174.9,371994164.2,1196062319,3104976872
512,-15,-72,3054757050,66287627.4,1171176245,4182547943,511883247.2,27782054759,1475417879,969181351.8,3272577075,4292220923,38193662255
513,-15,-70,1336354616,137391608.7,663630492.8,1377041419,511482689.2,16375806100,1656900400,691676176.5,1263836252,2137376718,21876743036
514,-15,-68,3557758196,24336486.34,2240121469,1283470961,80301128.85,2.95E+13,8389222688,641537204.1,2888786725,5822216151,2.95E+13
515,-15,-66,8065573757,30251903.48,3561013540,3800003439,1335880621,545962887.4,9052487171,4371843748,5168781965,11656839200,24274959832
516,-15,-64,1613595357,20269854.98,816195401.7,7.76E+13,136957455.8,313963152.6,1804813185,607848474.7,1504256989,2450060613,7.76E+13
517,-15,-62,7019273304,5212703.129,1717007768,5240314988,126163074.1,5.45E+12,9814007486,903909737.6,5473883765,8741493775,5.47E+12
518,-15,-60,8458008529,177299729.8,2414621810,729874648.3,17100086.64,115706163.8,4245543669,1087487273,1763002835,11049930069,7958714676
519,-15,-58,5929546431,33864210.88,2456525030,1280864829,2421794499,1676489524,5830873855,3637543925,5959670720,8419935672,20807237353
520,-15,-56,11355455373,9141864.129,2547659386,42075437955,76141668.82,36572352418,5858546426,90123497.3,5713885244,13912256623,90386487209
521,-15,-54,35201127540,7394146.077,9681176843,5604404106,101736741.3,2830562728,33607327517,1178268489,31247118357,44889698528,74569417937
522,-15,-52,8707907970,28505047.6,7369091470,3292846166,48152534.97,4324381003,8959213063,997269876.7,9445230864,16105504488,27067093507
523,-15,-50,4786922778,14473762.08,1796367694,2.59E+14,11948119.09,7436296259,6149848604,606064370.8,4979425068,6597764234,2.59E+14
524,-15,-48,2972231210,41865530.23,1333515692,1974356818,74845386.52,8.65E+12,4105656270,413988507.7,3717630060,4347612433,8.66E+12
525,-15,-46,79776085.99,8350603.94,73997523.9,21447698.26,0,90513535.96,79854065.19,96112326.39,72935139.6,162124213.8,360862765.4
526,-15,-44,7898794981,103725468.1,2477374273,1.22E+11,26302778.3,2608322961,8229166140,1285913550,4824232403,10479894722,1.39E+11
527,-15,-42,10772455848,83738494.42,2495734110,9549691116,643092340.5,1000472050,12370805505,2134806843,7093941465,13351928452,32792809321
528,-15,-40,1053231050,36514902.38,1516848886,1.22E+11,1504726514,23770677184,3244664559,560633041.3,1052020318,2606594839,1.53E+11
529,-15,12,4723044479,15305408.37,2789245268,3457299287,158080928.9,2.76E+14,5830625222,578014254.5,3415216850,7527595155,2.76E+14
530,-15,14,7785800139,11790842.53,1154628764,5103633127,529063850,1184536425,6082870652,1008402588,2452331650,8952219746,16360838291
531,-15,16,921177673.5,67199477.83,452610859.1,148711671.1,67392731.8,282295319.7,2491536599,335874304.8,1234128319,1440988010,4559938946
532,-15,18,2352600417,211051246.7,2537311004,179683868.7,68851316.12,6478653012,3502122338,1411971247,2723934789,5100962668,14365216570
533,-15,20,20567131352,116881140.2,3924246690,2887376944,570583490.8,1128393515,16274095372,4169813350,12023641577,24608259182,37053904249
534,-15,22,17253392995,394578982.1,13538811482,447316239.6,55392833.4,1212457614,20472700334,3573732112,12984848374,31186783459,38746447507
535,-15,24,26333128636,45559736.15,11346989249,6715164235,768735945.2,1824535070,20875551650,5828397104,17419550081,37725677621,53431934085
536,-15,26,3967047249,30304850.62,1342729112,5437545891,144739990.2,1015124218,3997263075,336952154.1,2858047462,5340081211,13789672791
537,-15,28,5383160000,77321679.91,1233928329,56461916992,241671461.6,22336006502,4388388995,229596630.6,2016361977,6694410008,85673942559
538,-15,30,8999315686,37143592.81,3129825083,28995398034,925929816.9,26115079017,30908462017,1200605314,13718366383,12166284362,1.02E+11
539,-15,32,63570703129,332623597.6,8083872150,31727758039,637760957.7,16846617559,26275442538,5945724121,14721632716,71987198877,96154935930
540,-15,34,4629921213,34392477.73,976100439.2,70837532560,101323164.9,2250370193,3573161411,156679085.1,1717603714,5640414130,78636670128
541,-15,36,5091903948,26663551.28,1220352497,34772686416,59500614.72,1.98E+13,5484338544,283173941.9,1643339952,6338919996,1.98E+13
542,-15,38,18576439902,56480005.3,6333546795,2.10E+11,573028419.5,2.04E+11,19963065466,1345318107,6776916513,24966466702,4.43E+11
543,-15,40,6412651062,10475493.28,4399545758,6851388536,1056838723,12234365732,4912337521,799938678.7,3856125237,10822672314,29710994427
544,-15,48,11826022756,6954394.475,13232369534,1797253394,1234412890,8.11E+13,10855798807,4496062404,12374724261,25065346684,8.11E+13
545,-15,124,8882559828,24986403.59,3297585311,7066814253,15995713.95,6.22E+12,24092059057,164286503.4,8668060810,12205131543,6.26E+12
546,-15,126,8497805980,42224560.13,1752043044,3.16E+11,51048383.6,1.91E+11,6381535688,839357326.9,3251245988,10292073584,5.18E+11
547,-15,128,6703784863,14615548.96,4214281919,22340986810,26972975.24,19713882933,4920059129,1855033295,3475471599,10932682330,52332406741
548,-15,130,4846467281,29092616.17,2585962451,1.06E+11,3133501.941,3563542080,4065823606,448702018.2,4309700568,7461522347,1.19E+11
549,-15,132,7894181884,5247054.04,1100740311,8285212216,24943.38917,7.05E+13,8045956197,200335043.1,2248236096,9000169249,7.06E+13
550,-15,134,270853378.1,1538107.448,262893072,1300602510,13293786.18,736460659.5,220833975.2,191714703.7,189572382.9,535284557.5,2652478018
551,-15,140,10043137705,46522233.23,2273088149,19657188267,276076622.5,10942564183,5513156573,3816711380,3806096037,12362748088,44011793064
552,-15,142,1587293863,38607487.75,1009743501,87859401377,194697865.2,51802683272,1093802968,345588499.4,2506139906,2635644852,1.44E+11
553,-15,144,4277723032,19351219.57,1590329109,13452124961,379932624.3,7650427891,4670927846,860628018.1,1621457656,5887403360,28635498996
554,-13,-78,1284229757,12698065.96,669627210.1,816641910.5,525522479.4,406810285.2,1205736790,944607114.8,1028546776,1966555033,4927865356
555,-13,-76,3234561590,74381040.71,29798319876,2.05E+12,471890332,53357008125,5943452817,9236045527,66357518022,33107262506,2.19E+12
556,-13,-74,597610459.4,52320716.65,435249128.3,2636413172,95122798.53,46396490.93,525652045.4,306188407.7,572083329.8,1085180304,4181856244
557,-13,-72,2067140289,120753131.2,332728321.8,176249149.9,100098950.3,205177875.9,2326697504,392217074.1,2428271965,2520621742,5628712519
558,-13,-70,2910101180,18804184.74,1468751035,607477018.5,150379738.2,216664251,3674720707,345809435.2,2589264297,4397656400,7584315447
559,-13,-68,5405711113,30184674.06,1010843182,4156281914,210375915.6,2174622185,7545228676,1958278134,7902496181,6446738969,23947283005
560,-13,-66,18595451071,32306264.11,7155965270,7915412613,0,3666895314,26077999498,2387881796,14332559866,25783722606,54380749088
561,-13,-64,12171708231,7750572.9,5852748510,37122571105,64291625.44,29518949418,44646556732,3141946727,50243214212,18032207314,1.65E+11
562,-13,-62,6902535069,44087451.63,2366712009,5264878931,91119214.5,4301053210,5742620706,2985522374,2725230790,9313334530,21110425225
563,-13,-60,13081877240,20934209.23,5350387197,20957846582,27467754.43,17628212946,24281734125,552417120,12098848176,18453198646,75546526704
564,-13,-58,5213059485,219903637.6,2015931574,1735817013,8917905.227,623612671.2,3314072967,3561448875,2450792147,7448894697,11694661578
565,-13,-56,25687923524,111057281.5,8148353427,22746698866,279749345.9,75460931051,20342079324,2569510309,11115509215,33947334232,1.33E+11
566,-13,-54,25303459.97,435430.2076,48222001.07,7331079.043,0,4316608.89,28126133,17794015.98,33335380.35,73960891.24,90903217.26
567,-13,-52,4970786254,58163071.59,4453445498,3982907897,66820624.23,4391254168,5807900991,1707935922,6448912139,9482394824,22405731740
568,-13,-50,7622955503,21270355.27,4290645960,31550294096,40139136.18,31090144388,7695265060,1521854985,5553265990,11934871819,77450963655
569,-13,-48,4845176030,2969860.877,1137623546,1798406288,57313228.88,5.78E+12,4688805990,142938677.4,2667327697,5985769436,5.79E+12
570,-13,-46,92768230,7414974.334,59349626.34,57815631.34,6807058.204,5.35E+12,77708119.82,94478843.23,67697578.33,159532830.7,5.35E+12
571,-13,-44,146410378.7,5687439.068,134768086.5,46298436.29,5996049.846,11740249.03,130806870.2,139608901.2,136058867.6,286865904.3,470509374.3
572,-13,-42,1812732227,30413947.67,1316405135,70425231891,2453610259,7.41E+11,4522749963,4339012343,3474858892,3159551310,8.26E+11
573,-13,-40,2261840129,71725423.14,555885201.8,1.22E+11,251327277.8,1.59E+11,2556982299,943689250.4,1528303831,2889450754,2.86E+11
574,-13,-38,1007934182,52535911.13,634017749.9,35070526130,563775340.2,1.02E+11,2084467513,1458580765,1371041451,1694487843,1.43E+11
575,-13,12,30163122328,2773589.104,8123244175,9715004312,492950246,23854484617,2749832626,873301780.9,2221944188,38289140092,39907517768
576,-13,14,3129679881,34834600.54,1240647115,559640336.2,69899459.68,92082579.9,4733797903,358704636.3,1876796883,4405161596,7690921798
577,-13,16,9907251780,5254551.279,5800322132,1685985649,745787379.3,1.10E+13,8186322158,1762203197,3826710827,15712828463,1.11E+13
578,-13,18,3672732721,61753684.99,1011072812,1566245444,140363278.5,1243170639,4048959874,362657285,1539045838,4745559218,8900442360
579,-13,20,1832925689,23023021.33,771777105.6,1868019859,130506522.2,7.35E+13,2269214554,680524873.4,1299813467,2627725816,7.35E+13
580,-13,22,3037058071,76303347.78,848487836.7,13977302375,68857451.27,130730605.7,2101143627,523208296.2,1110122643,3961849256,17911364999
581,-13,24,2467521943,72494202.8,1600892214,461077247.5,131339750.6,2301938014,3521046329,509998192,1784232204,4140908360,8709631738
582,-13,26,13958574709,22748642.64,3037189533,6874919598,609614165.6,2287744091,16205174200,1204727914,7847791692,17018512884,35029971661
583,-13,28,6616017648,6516528.083,1589654933,77639591248,304126979.7,1.48E+14,5828418522,1081971562,3887794633,8212189109,1.48E+14
584,-13,30,24182162597,12704454.1,2516559016,1.15E+11,305195208.2,1.21E+15,25001543418,2468997425,12613841791,26711426067,1.21E+15
585,-13,32,6638767007,7452563.859,1284467905,38921701086,8321075.056,7.83E+11,3082428308,197173470.9,5616552988,7930687476,8.31E+11
586,-13,34,1637275309,18756499.97,922742926.6,81400333688,189971905.2,5824037420,2094853934,281077070.3,699825819,2578774736,90490099836
587,-13,36,4498815241,53311041.14,1302676799,2458170556,175038005.6,26107022834,4311150535,231093451.5,3239108652,5854803081,36521584034
588,-13,38,4826572456,24772575.47,1379218541,8731929240,17968918.89,8065792692,13532970375,566977720,4808342076,6230563573,35723981022
589,-13,40,1789787328,22726622.71,827822027.4,52192877034,293964787.9,12262218696,4771897110,828514433,2341411555,2640335978,72690883615
590,-13,48,2370855205,79692430.51,10652041281,1207396115,2464729230,1.02E+12,2031907155,6653207742,5822453529,13102588916,1.04E+12
591,-13,130,2326935051,96609698.79,820729284.1,3136181351,73063758.59,289344555.9,1850117311,774618183.3,2131860830,3244274034,8255185990
592,-13,132,6566871210,5800797.966,2964881868,18619843883,180140308.5,60693888435,7226985217,1692311382,5767755125,9537553876,94180924350
593,-13,134,5592752241,32208020.93,1630922203,17865110939,99846599.2,15374318206,2259556251,490233642.1,2334183433,7255882465,38423249071
594,-13,142,4801451009,6897893.511,844137189.6,41340148785,5263628061,1.22E+14,3858514475,4129684957,2456675649,5652486093,1.22E+14
595,-11,-80,205558878.6,1642044.415,109481226.2,49718225357,978554032.5,49850339091,1216725635,217131621.7,538758226.6,316682149.1,1.03E+11
596,-11,-78,539254414.9,81901027.47,514161479.5,253615657.2,159730647.5,242268137.6,783463013.3,423801108.4,757854557.6,1135316922,2620733122
597,-11,-76,3578687090,24710207.78,1631022394,1001235637,82363388.28,1386007889,3920634935,685444543.7,3364283937,5234419692,10439970328
598,-11,-74,4075713288,126373171.6,1618872839,337381272.1,1478326235,180964595.1,5136645181,1304799565,2710453867,5820959298,11148570715
599,-11,-72,3925361309,26522749.14,1536402377,1.54E+11,245765983.5,18645214143,3733790178,587456618.7,2342339859,5488286436,1.79E+11
600,-11,-70,1872987262,12131568.31,7444228536,1.13E+13,1802798211,2.32E+11,20704349996,2106868762,5050342288,9329347366,1.16E+13
601,-11,-68,6586502562,8036561.486,3842549846,2701305430,455868780.6,2155360597,9428540619,1205126470,7551603499,10437088969,23497805396
602,-11,-66,5087073235,106296286.7,3776414834,13621805327,446028826,760021949.8,4223315768,773194817.8,2103350916,8969784356,21927717604
603,-11,-64,789434861.6,26783677.54,603237444.5,145765856.2,178920924.5,348924119.3,779493294.9,846165648.7,615659441.4,1419455984,2914929285
604,-11,-62,3366336081,10013015.83,1649854029,2320818263,16483776.28,1.08E+13,3274323198,1004933052,2289355778,5026203125,1.08E+13
605,-11,-60,496997377.6,67572296.18,339188772.7,1866384156,51203396.12,190540851.5,415873519.7,223096181.6,351391272.7,903758446.5,3098489377
606,-11,-58,2572376651,2906156.126,2209150943,3654379930,46389286.6,2466687469,4863763233,1817256399,3882609657,4784433750,16731085974
607,-11,-56,4704435439,27202725.41,2566656188,1839514391,95997431.25,1773175070,3988769653,205785227.1,3374144629,7298294352,11277386401
608,-11,-54,1083836489,45896006.85,315998751.2,449279080.2,68979813.07,9.08E+12,1132794031,491543573,587796416.5,1445731247,9.08E+12
609,-11,-52,3741408544,21159358.14,2731907820,18303635508,453590217.6,1.47E+12,4916033060,1354382503,4105813623,6494475722,1.50E+12
610,-11,-50,3725885294,21848217.81,1563892230,7395883829,347622656.2,7.94E+12,2789293006,1267373472,3230478070,5311625742,7.95E+12
611,-11,-48,7318805569,26159453.38,7060099967,1570869634,83720554.94,8679955342,8565044504,2929412588,5597279156,14405064989,27426281781
612,-11,-46,149235194.6,7452093.526,142099963.1,1.81E+12,341484539.6,86148913.83,123702354.8,122772751.8,125830750.4,298787251.2,1.81E+12
613,-11,-44,198898712.9,4090972.505,165539414.7,67432832.82,7793822.687,1.65E+13,229310248.6,166683947.4,168851491.3,368529100,1.65E+13
614,-11,-42,182917030.6,7001415.7,148466189.3,447261325,40434721.91,1632886510,150598701.7,127426557.3,117811687.5,338384635.6,2516419504
615,-11,-40,1371267935,15342632.4,1355326006,6.54E+11,24988557.49,76278317283,2443084183,181509256.4,2455889820,2741936574,7.35E+11
616,-11,-38,9131787091,11051644.06,3235454755,21801490368,1476230940,54964068052,17076182542,831243169.3,6240530195,12378293490,1.02E+11
617,-11,-36,6915823181,18918186.56,719862288.8,29536990993,486896604.9,1.86E+14,35434829002,1100473499,6598281582,7654603656,1.86E+14
618,-11,12,264839469.2,7091555.067,438258728.8,339498223.7,1547788.374,211668110.2,776080679.1,167826982.9,576987535.1,710189753.1,2073609319
619,-11,14,4268768816,36678267.51,4191182880,12706509070,103472207.9,69632524163,6857282173,1358500338,5753841114,8496629963,96412129065
620,-11,16,2178043984,40081041.4,871348918.4,1505632902,94064554.81,7.75E+13,2288741341,442983047.2,1208839241,3089473944,7.75E+13
621,-11,18,1442652621,54940890.97,881475312.4,44595912212,116494268.1,7.75E+13,2075052840,639264676.8,1221942237,2379068824,7.75E+13
622,-11,20,2543014782,17568255.62,1519208752,12353795107,53582315.39,1069737723,3421279592,264165243.6,2707534149,4079791790,19870094130
623,-11,22,3648801671,33010055.13,1444970675,28916419056,139305149.9,1184784403,3064046115,403705311.4,3875703372,5126782402,37583963408
624,-11,24,4714844417,33785242.52,2152034559,7486158045,1241006316,9718904598,6314477689,771949763.1,3761801928,6900664218,29294298340
625,-11,26,5345423130,12970847.25,2527719885,5087383564,21466798.14,1.02E+15,9058369733,390581296,4377358159,7886113863,1.02E+15
626,-11,28,3162667737,33965357.68,11345210930,1.95E+13,374262731.1,12110055391,3961146715,1948013146,6493165210,14541844025,1.95E+13
627,-11,30,27822080301,28456410.84,4599036370,21001494660,1182596405,8421689379,27486122382,3058085973,10525311230,32449573081,71675300028
628,-11,32,8960276657,7627684.858,1537204113,7055669367,106705193.2,6637043190,16116731160,979741258.1,7780611364,10505108455,38676501533
629,-11,34,7275910739,112559038.8,1402039155,5424015033,1455012167,4786048554,6525048584,3712990452,4019362085,8790508933,25922476875
630,-11,36,9295357505,13434367.74,7028791392,3542716376,1133232534,942158407.9,16763783104,4069616984,5058548306,16337583265,31510055712
631,-11,38,6160173176,19657178.64,1477264884,1037159932,169670256.5,442154689.1,8724871430,1194103749,2903415012,7657095239,14471375069
632,-11,118,1061842742,41660840.98,465988378.9,3047726201,177584553.9,657815409.4,1631660574,698488653,1663309517,1569491961,7876584907
633,-11,124,1431149849,26458695.91,1040143435,2.78E+14,79747224.1,6561625017,1912656192,606825646.4,870473668.5,2497751980,2.78E+14
634,-11,146,6815241506,21764732.35,2378886868,5200394283,1751235588,4.81E+13,13653718302,684510343.8,2994810534,9215893107,4.81E+13
635,-11,148,1370629054,9137084.343,6127258279,4706105440,1047798220,2065358077,4984451136,892902825.9,13431328295,7507024417,27127943994
636,-9,-80,493586307.9,58564872.81,1232026313,1.18E+11,1081083147,1.08E+11,2636349848,2107396590,1378950612,1784177494,2.34E+11
637,-9,-78,1552103914,61769492.61,303186918.2,2921109749,137798981.9,6.79E+13,1063192575,193148393.7,1934194611,1917060325,6.79E+13
638,-9,-76,3597431656,21865107.73,2360360321,7053680957,96631082.88,2.76E+14,3495130010,658809379.9,3437617646,5979657085,2.76E+14
639,-9,-74,6972457588,14796038.4,1977255706,1391481677,120344977.4,495836409.4,5251580388,858813384.4,3757514739,8964509332,11875571575
640,-9,-72,2655972113,11251016.89,1036846503,14427170492,288199095.2,3.85E+14,2118038547,798335728.1,2167337665,3704069632,3.85E+14
641,-9,-70,4469343776,25168792.11,1174644002,1.94E+11,202750829.2,794003281.5,4598136133,612736073.6,3152666155,5669156570,2.03E+11
642,-9,-68,4362250555,7005630.776,1363106131,4168745278,245939315,3.00E+14,6390640403,555259136.1,5460311411,5732362317,3.00E+14
643,-9,-66,5608718855,21778204.78,2993391896,1.55E+13,186286028.3,2984447829,3618679885,1012791545,2925737171,8623888956,1.55E+13
644,-9,-64,928591233.4,55823228.64,534181437.6,5.90E+14,68824148.27,797446381.1,1358952863,303847297.6,782384931.1,1518595900,5.90E+14
645,-9,-62,5795491942,7103886.207,1258452217,6609610060,86191144.2,2584421098,7175072325,394383407.7,3817941004,7061048046,20667619038
646,-9,-60,1063357002,66983115.16,655494481.8,323974334.1,244007722.9,1.66E+13,996512153.2,837759284.7,914400777,1785834599,1.66E+13
647,-9,-58,2216607522,16406824.72,1229156338,381457705.3,9523320.559,1147924117,2090032554,613298286.9,2080630425,3462170685,6322866409
648,-9,-56,3232023153,37577117.55,1536856983,2515647580,118076440.3,1619294134,3724295305,2412844018,2131777157,4806457253,12521934635
649,-9,-54,3034495779,15356494.3,1296347900,2143210611,83086177.6,2249900826,3133618835,410579179.1,2469758541,4346200173,10490154169
650,-9,-52,3177668702,155816462.5,1789554144,189466606.7,40199064.52,61010949628,3347697346,1740088323,1999140522,5123039308,68327541492
651,-9,-50,28681782106,16136001.91,5933523699,16626324992,631913307.2,14268046183,47565993978,3852512688,49393105564,34631441807,1.32E+11
652,-9,-48,5598594049,5908347.951,3146702558,1956747465,102691270,2227237331,6118650377,643569775.8,4771754469,8751204955,15820650686
653,-9,-46,17953349.24,2245286.881,26368256.91,98805975.13,1423.120119,31047251.14,16888923.24,29778342.12,24493197.73,46566893.03,201015112.5
654,-9,-44,425315324.2,13447427.44,304720358.4,1291738808,18317157.8,842322165.3,345613842.8,184491086.4,321980014.4,743483110,3004463075
655,-9,-42,116283240.1,9157202.011,60972077.67,1361363865,17054180.66,22422685754,134183923.5,52989392.02,81603767.4,186412519.8,24069880882
656,-9,-40,1302026366,8120585.583,1176556667,1584996361,116708382.5,12853425827,1233180123,147567036.3,900333119.4,2486703618,16836210849
657,-9,-38,2011183033,197319302.1,904606394.2,26164763602,566938670.7,57927510521,1231572594,1173303873,1748271646,3113108729,88812360907
658,-9,-36,2195718129,74807620.63,931584869,2.96E+11,86770004.74,3.75E+11,3341852550,805196985.5,873896140.2,3202110619,6.76E+11
659,-9,12,18811253225,165160733.2,2954241143,2262313171,93772830.16,2574937441,2917567071,421986147.8,1931053163,21930655101,10201629824
660,-9,14,3309104351,28665851.98,1704842849,3051507901,341798255.2,492506594.7,3347229819,994905745.2,1979258808,5042613053,10207207124
661,-9,16,7202012444,205545252.9,2347902645,2848673811,1017273193,1112284567,10431915127,1213261611,4938041551,9755460342,21561449860
662,-9,18,6615051031,57646624.76,2263727372,1835848983,1643977114,729660560,7645884703,757564187.7,3788866207,8936425028,16401801755
663,-9,20,11380382992,136756318,6407448349,8789685007,126784030.6,2774650457,21201193568,3397991872,6581323590,17924587659,42871628525
664,-9,22,2839945002,14718054.54,2150471155,1.01E+15,397301232.7,11521397606,3457533308,608037383.9,1831581185,5005134212,1.01E+15
665,-9,24,7048801030,64807972.63,5220089385,3788363474,2827211202,4769138944,10229069681,3174789348,4295750673,12333698387,29084323323
666,-9,26,4021633688,21728117.61,1844376820,1235184372,106448966.1,1329599125,6833256408,241627757.3,5949880714,5887738625,15695997342
667,-9,28,7961620004,7886063.796,10174876494,2.77E+12,2256744279,1.27E+11,73578666861,11017609731,74801631288,18144382561,3.06E+12
668,-9,30,7615932901,12546874.97,1303438079,70260686191,541084251.8,12441981650,10872661120,717838511.6,2670683477,8931917855,97504935201
669,-9,32,8024078121,367621306.7,3385426582,767352303.1,648505632.3,3122971983,6783672526,2394752050,3731170846,11777126010,17448425341
670,-9,34,12207950089,127179496.4,1824240132,6062062168,519482919.2,4.01E+11,8866012999,1456217764,4250121796,14159369717,4.22E+11
671,-9,36,2054174453,13055860.04,755540272.3,5203410863,128268102.7,71717125109,3006883361,425813676.7,1609272273,2822770585,82090773386
672,-9,38,971071129.1,24325576.51,635210634.4,5083929034,150748006.9,2.94E+13,2942279035,466756877.1,1233526771,1630607340,2.94E+13
673,-9,106,604550654,25990872.1,406230874.7,584360294.2,233439381.2,167047691.9,785215905,487358916,907689990.7,1036772401,3165112179
674,-9,108,475206579.1,41166215.63,395592514.7,33092580.94,33742051.23,63852882.91,411128581.4,222720188.6,426820068.5,911965309.4,1191356354
675,-9,110,801055758.2,13138136.53,379431078.9,1125563899,54066779.56,117153010.9,1335244794,232549943,881691879.8,1193624974,3746270307
676,-9,112,676188259.6,19243220.35,577979660.9,387475753.1,44662014.55,938346609.9,1253560845,250554353.6,801385997.6,1273411141,3675985574
677,-9,114,621734288.3,36353247.8,590488063.9,201100457.5,55420153.12,163413055.2,563926907.6,618700186.4,571577350.6,1248575600,2174138110
678,-9,116,1322900516,4977835.39,194567079.2,141632839,15582521.29,2284012016,950543152.2,456326698.9,633168243.2,1522445431,4481265471
679,-9,118,814583115.2,36048473.46,451178862.8,4542424910,128250747.3,3.10E+13,2832166750,270983527.8,3298745604,1301810451,3.10E+13
680,-9,124,1805479845,48164768.13,709819932.5,612290540.3,31655740.17,2897648185,1615293515,345568082.3,2141426455,2563464545,7643882518
681,-9,126,2104939849,225669813,683148358.7,522196281.1,14234609.08,1903092186,2581986343,665505069.3,1773022082,3013758021,7460036571
682,-9,138,21609758696,308027585.9,4164734659,7979256143,585366778.3,5643322711,19745252142,1043844257,12071253049,26082520941,47068295080
683,-9,140,20904608155,329259085.5,8548571191,3059597255,491495855.8,5997715684,19051278950,2479262856,14619574166,29782438432,45698924767
684,-9,142,11001081930,7737614.653,1866743094,37287121939,939731247.9,1998394881,15202708781,1719677473,7914913630,12875562639,65062547953
685,-9,144,3152260673,10392289.72,2200910959,1416464798,75125963.7,732169243.2,7694423853,249299359.8,4368706789,5363563922,14536190007
686,-9,146,953689252.5,67202044.42,1347753783,23628577679,364540917.4,2.72E+14,1660220481,1267629372,1871745374,2368645080,2.72E+14
687,-7,-82,16092010.28,33448.18665,1686488.754,1138128016,100332331.6,751537984.7,951334951.7,30041443.65,741729974.2,17811947.22,3713104702
688,-7,-80,7357782739,60459969.37,3212543149,1694197399,1631060343,2702374262,8430185992,1160543607,6651756374,10630785858,22270117978
689,-7,-78,1764322684,89559511.65,1056614146,79259281265,23574600.22,3.41E+14,1299951729,367960234.1,796428852.7,2910496342,3.41E+14
690,-7,-76,1251873118,6351131.863,1015432734,13141619560,297796134.6,1.00E+15,1523109773,1437249509,1820514077,2273656984,1.00E+15
691,-7,-74,3488329196,140008798.4,1980103635,1185807210,91616296.47,560446493.8,3086554838,574814650.7,6045049969,5608441629,11544289458
692,-7,-72,1468891502,25531719.04,805124488.6,1339657254,20607082.05,88992027.2,2414575337,241453111,1418351690,2299547709,5523636502
693,-7,-70,3618988338,15246647.04,1469821395,1289407882,151596860.3,659504509,3653448196,343807810.5,3814385859,5104056380,9912151116
694,-7,-68,3453076110,15941384.57,2490654487,1.02E+15,459531763.6,33894068884,5392610297,1008926699,2928391882,5959671981,1.02E+15
695,-7,-66,8029195372,162645278.7,1924597084,327915516.2,220254665.5,212613295.8,5927650083,1143251027,4296972047,10116437735,12128656635
696,-7,-64,551563343.8,43620999.93,373885771.3,10116117172,72114720.18,53780757.02,478696023.7,311996262.1,299943641.9,969070115,11332648576
